Store Type,City,Gender,Age,Age Group,Q1 Expenditure,Q2 Expenditure,Q3 Expenditure,Q4 Expenditure,Discount Used
Merchandise,Delhi,Male,59,Senior,13930.14,15771.07,15620.67,9598.62,No
Merchandise,Indore,Male,59,Senior,11083.07,,-10277.41,5493.73,Yes
Merchandise,Kolkata,Male,32,Adult,17769.16,-7381.34,,9548.68,Yes
Merchandise,Mumbai,Male,19,Young Adult,1538.48,,4917.44,9331.43,Yes
Merchandise,Indore,Female,58,Senior,15055.79,19945.41,3608.92,3241.85,Yes
Grocery,Lucknow,Female,55,Senior,19902.61,1252.55,1896.68,6733.65,No
Grocery,Bangalore,Male,27,Adult,7066.57,19642.18,18823.25,9481.07,No
Grocery,Jaipur,Female,63,Senior,3295.75,999.16,14249.58,2039.7,No
Grocery,Pune,Female,25,Young Adult,8403.93,9982.59,8850.21,15861.35,Yes
Merchandise,Hyderabad,Male,52,Senior,19832.7,5958.45,20522.64,10989.66,No
Grocery,Mumbai,Female,55,Senior,12947.35,21552.23,1526.69,1965.88,Yes
Grocery,Chennai,Female,35,Adult,1861.42,20058.37,3572.38,2238.86,No
Grocery,Bangalore,Male,37,Middle Age,5097.43,8568.4,,9036.46,No
Merchandise,Bangalore,Male,33,Adult,14935.98,1033.23,18967.82,6414.05,Yes
Grocery,Bangalore,Male,25,Young Adult,3655.83,-12523.15,14993.7,1571.73,No
Merchandise,Jaipur,Female,57,Senior,17480.85,4650.4,13695.33,8380.84,No
Merchandise,Delhi,Male,59,Senior,3717.54,,17403.38,10804.74,Yes
Grocery,Hyderabad,Male,42,Middle Age,,10517.09,5151.95,4840.35,No
Grocery,Lucknow,Female,56,Senior,9672.54,24717.36,9968.11,8600.08,Yes
Grocery,Indore,Female,43,Middle Age,,,4658.86,7558.93,Yes
Merchandise,Mumbai,Female,26,Adult,8155.98,20430.19,4769.14,6864.6,Yes
Merchandise,Kolkata,Female,16,Teen,15922.72,2673.25,15276.0,17378.77,Yes
Grocery,Chennai,Male,52,Senior,5373.52,18433.89,18457.78,6131.81,No
Merchandise,Delhi,Female,45,Middle Age,7002.1,13530.09,6569.69,3682.16,Yes
Grocery,Bangalore,Male,61,Senior,10737.75,15797.3,3905.58,8131.49,Yes
Merchandise,Hyderabad,Male,53,Senior,3971.45,19500.03,21428.68,5474.89,No
Grocery,Jaipur,Male,25,Young Adult,4467.83,7264.96,11243.72,8054.47,No
Merchandise,Lucknow,Male,20,Young Adult,4325.99,12382.8,1516.35,1989.76,Yes
Merchandise,Delhi,Male,23,Young Adult,992.39,12350.88,15542.51,,No
Merchandise,Bangalore,Female,25,Young Adult,1282.99,2347.14,8200.23,11029.09,Yes
Merchandise,Chennai,Male,43,Middle Age,2511.32,12212.19,8262.24,3876.43,No
Merchandise,Kolkata,Female,62,Senior,8651.25,22800.94,1712.51,7905.43,Yes
Merchandise,Lucknow,Male,38,Middle Age,7047.38,11103.54,3258.55,5753.1,Yes
Merchandise,Mumbai,Male,45,Middle Age,18897.99,14774.85,9257.14,3396.61,Yes
Grocery,Kolkata,Male,57,Senior,16249.48,2723.05,6987.28,11471.44,Yes
Merchandise,Hyderabad,Female,61,Senior,2946.5,13360.58,5752.62,4231.4,Yes
Grocery,Delhi,,35,Adult,15919.42,11618.48,12016.59,11126.18,No
Merchandise,Kolkata,Female,42,Middle Age,1408.12,3730.24,13521.37,7330.82,No
Merchandise,Jaipur,Male,41,Middle Age,15708.22,17800.77,8600.96,14224.69,No
Merchandise,Kolkata,Male,35,Adult,5595.0,9630.14,10479.3,,No
Merchandise,Delhi,Male,56,Senior,-2694.37,18361.35,18426.38,10613.78,No
Grocery,Kolkata,Male,39,Middle Age,3668.92,6241.42,21735.09,14134.98,No
Merchandise,Lucknow,Male,23,,5747.36,23334.86,2662.55,649.13,Yes
Grocery,Delhi,Female,15,Teen,15692.13,12592.29,21500.6,17898.24,No
Grocery,Indore,Female,32,Adult,18386.31,16890.52,6827.88,6867.07,No
Merchandise,Indore,Male,33,Adult,13449.43,4534.32,21332.39,4792.0,No
Merchandise,Mumbai,Male,38,Middle Age,15349.8,7854.78,10639.59,11612.01,No
Merchandise,Mumbai,Male,46,Middle Age,15646.69,24943.38,19405.84,12522.5,No
Merchandise,Bangalore,Male,33,Adult,4004.95,23025.16,6621.35,772.59,No
Merchandise,Delhi,Female,50,Middle Age,7096.07,793.63,21505.81,10616.33,Yes
,Lucknow,Male,48,Middle Age,6841.2,24310.7,5688.99,-14829.14,Yes
Grocery,Mumbai,Female,39,Middle Age,17393.93,20351.72,7366.25,12168.67,Yes
Merchandise,Kolkata,Female,36,Middle Age,11782.98,19323.36,17555.57,12197.01,Yes
Grocery,Kolkata,Female,59,Senior,19101.24,6265.24,5266.74,10988.76,Yes
Merchandise,Lucknow,Female,15,Teen,6166.09,23019.52,584.63,3432.0,Yes
Merchandise,Bangalore,Male,58,Senior,,3138.82,3285.28,,No
Grocery,Chennai,Male,50,Middle Age,17953.97,4185.4,10973.58,12231.12,No
Merchandise,Delhi,Male,22,Young Adult,14024.57,20658.54,18354.62,6091.63,Yes
Merchandise,Mumbai,Female,29,Adult,13708.3,21068.05,3645.27,8088.73,Yes
Grocery,Bangalore,Female,28,Adult,-4256.99,23039.77,19936.88,13020.53,Yes
Grocery,Delhi,Female,54,Senior,2883.12,10945.95,18075.05,1200.38,No
Merchandise,Lucknow,Female,29,Adult,18894.53,1082.72,726.36,17894.54,No
Merchandise,Lucknow,Female,62,Senior,,17721.35,18432.43,2198.52,No
Merchandise,Lucknow,Female,61,Senior,15995.15,19792.3,,13809.14,No
Grocery,Jaipur,Male,25,Young Adult,11058.35,12104.98,21414.23,6372.26,Yes
Grocery,Jaipur,Male,32,Adult,18109.99,21460.08,1108.11,13083.66,Yes
Grocery,Indore,Female,35,Adult,19642.19,2256.96,12538.18,,Yes
Grocery,Pune,Male,36,Middle Age,5345.83,10544.53,1370.76,3246.22,No
Grocery,Lucknow,Male,52,Senior,,2966.63,21240.16,8684.09,No
Merchandise,Bangalore,Male,60,Senior,4988.87,14631.18,20465.49,3221.28,No
Merchandise,Hyderabad,Male,27,Adult,18797.24,4389.05,,17694.95,No
Grocery,Bangalore,Male,59,Senior,7479.64,18187.42,3386.53,5680.3,Yes
Grocery,Indore,Male,54,Senior,4886.38,7664.4,5755.87,6201.44,No
Merchandise,Bangalore,Male,43,Middle Age,2591.99,2389.51,21845.42,,No
Merchandise,Kolkata,Male,55,Senior,13865.24,5566.2,4415.56,12352.14,No
Grocery,Lucknow,Female,62,Senior,10539.06,16124.86,5378.3,6864.18,Yes
Merchandise,Lucknow,Male,42,Middle Age,11285.66,,19809.28,13217.29,Yes
Grocery,Mumbai,Female,60,Senior,19894.42,20940.21,8713.95,13036.02,No
Grocery,Jaipur,Male,37,Middle Age,12057.22,-12113.13,20816.56,6010.99,No
Merchandise,Bangalore,Male,30,Adult,11931.23,18465.79,5316.59,14717.3,No
Merchandise,Delhi,,42,Middle Age,6959.16,3315.23,6818.44,16855.13,Yes
Merchandise,Chennai,Female,47,Middle Age,16835.68,19040.7,11663.79,12194.09,No
Merchandise,Hyderabad,Female,22,Young Adult,7507.14,4161.79,2750.57,13304.42,Yes
Merchandise,Kolkata,Male,19,Young Adult,15548.56,746.88,11365.8,13907.44,Yes
Merchandise,Indore,Female,20,Young Adult,11364.56,23875.18,11640.75,17908.06,No
Merchandise,Chennai,Male,150,Senior,1817.33,20269.05,10449.41,7763.02,No
Grocery,Bangalore,Female,26,Adult,15230.25,16913.33,14198.21,10330.27,No
Merchandise,Bangalore,Female,16,Teen,7218.94,14868.0,9133.79,11817.06,Yes
Grocery,Jaipur,Male,39,Middle Age,7215.08,4876.94,13950.77,17487.23,Yes
Merchandise,Kolkata,Male,50,Middle Age,10252.75,14941.0,12941.14,8579.11,Yes
Grocery,,Female,35,Adult,5526.03,6355.0,4801.51,13696.24,No
Grocery,Delhi,Male,51,Senior,19787.55,11909.41,4164.43,8713.43,No
Merchandise,Kolkata,,34,Adult,13716.51,10081.75,,8612.22,Yes
Grocery,Bangalore,Female,55,Senior,16359.27,803.2,1483.03,9380.19,No
Merchandise,Bangalore,Female,30,Adult,17564.88,7333.31,3081.16,8874.43,No
Merchandise,Mumbai,Female,45,Middle Age,3462.83,23726.88,5951.85,11056.68,Yes
Grocery,Mumbai,Male,23,Young Adult,16393.54,20764.15,12495.56,2102.64,Yes
Merchandise,Kolkata,Male,22,Young Adult,12213.48,,13055.8,1784.37,No
Merchandise,Lucknow,Male,20,Young Adult,5498.88,22174.96,20509.86,2622.95,Yes
Merchandise,Hyderabad,Female,33,Adult,16658.27,6324.95,948.86,11248.74,Yes
Grocery,Indore,Male,26,Adult,17954.5,3213.57,7519.04,3998.4,No
Merchandise,Kolkata,Female,23,Young Adult,6736.81,9916.56,20917.45,4996.45,Yes
Merchandise,Chennai,Male,51,Senior,12342.92,10414.32,18755.18,12889.37,No
Merchandise,Pune,Male,45,Middle Age,1939.49,14963.2,6960.89,13329.81,No
Merchandise,Jaipur,Male,44,Middle Age,,14699.93,7447.58,17503.94,Yes
Merchandise,Bangalore,Male,35,Adult,13830.94,23015.51,15124.46,1545.97,No
Merchandise,Indore,Male,20,Young Adult,17933.5,12785.27,-19952.5,14948.07,No
Grocery,Chennai,Male,52,Senior,18332.61,20185.77,6269.21,8208.2,Yes
Grocery,Delhi,Female,22,Young Adult,9982.93,8785.73,752.32,12418.75,No
Merchandise,Mumbai,Female,23,Young Adult,18803.81,6795.84,,1253.22,Yes
Merchandise,Lucknow,Female,47,Middle Age,5982.99,9704.97,18221.45,7903.71,No
Merchandise,Mumbai,Female,33,Adult,15336.61,10619.9,12755.09,11932.97,Yes
Merchandise,Bangalore,Male,38,Middle Age,11207.77,12227.19,4087.52,9109.03,Yes
Merchandise,Mumbai,Female,21,Young Adult,8630.49,,10895.45,6316.96,No
Grocery,Jaipur,Male,44,Middle Age,17846.31,8936.15,5128.87,10205.81,No
Merchandise,Indore,Female,55,Senior,13236.85,18479.35,10029.88,10977.46,No
Grocery,Hyderabad,Male,25,Young Adult,17831.48,20491.31,2635.24,13486.28,No
Merchandise,Lucknow,Male,41,Middle Age,14014.33,18338.9,7171.87,5083.36,Yes
Grocery,Bangalore,Female,59,Senior,2213.49,-4298.53,14952.07,13367.08,Yes
Merchandise,Mumbai,Male,62,Senior,8943.4,12290.63,16020.11,5536.82,Yes
Merchandise,Kolkata,Male,33,Adult,3921.67,2551.39,14377.89,16733.94,Yes
Merchandise,Hyderabad,Female,35,Adult,7387.15,9292.0,,-17006.62,Yes
Merchandise,Delhi,Male,50,Middle Age,9045.51,15814.87,10559.28,-3094.27,Yes
Merchandise,Jaipur,Female,53,Senior,3811.99,1768.61,15368.74,8975.63,No
Grocery,Lucknow,Male,-1,Teen,15816.19,16556.32,13142.15,6375.92,No
Grocery,Hyderabad,Female,36,Middle Age,6718.76,3200.04,21276.59,9136.92,No
Grocery,Delhi,Female,41,Middle Age,17973.02,20900.67,10887.2,1048.76,Yes
Merchandise,Mumbai,Male,63,Senior,3983.15,21468.63,2091.78,8771.95,Yes
,Hyderabad,Female,63,Senior,,16310.94,15649.84,4625.68,No
Merchandise,Delhi,Male,56,Senior,9526.74,10221.42,13027.22,10826.76,No
Merchandise,Hyderabad,Female,31,Adult,13421.26,18905.25,1471.9,4760.68,Yes
Grocery,Bangalore,Female,47,Middle Age,14880.01,1406.9,-11127.69,13766.1,No
Grocery,Bangalore,Female,58,Senior,4601.42,,5544.74,2538.53,No
Merchandise,Mumbai,Male,31,Adult,13190.96,18626.28,20499.23,11407.63,No
Grocery,Chennai,Male,18,,15239.97,8581.64,3336.97,12752.93,No
Grocery,Mumbai,Male,52,Senior,10066.0,23992.54,12029.39,14311.21,Yes
Grocery,Chennai,Female,19,Young Adult,-7858.75,16398.72,7299.88,6278.11,Yes
Grocery,Indore,Male,39,Middle Age,19141.54,685.12,,6810.53,Yes
Grocery,Chennai,Male,45,Middle Age,10347.32,11967.9,19369.39,3982.83,No
Grocery,Lucknow,Female,-1,Teen,14220.75,-782.63,17975.15,9697.42,No
Merchandise,Lucknow,Female,54,Senior,2601.42,6481.51,18796.15,17053.72,Yes
Grocery,Mumbai,Female,48,Middle Age,15958.02,6737.76,3069.24,,No
,Indore,Female,26,Adult,3910.26,16100.04,1894.87,3435.79,No
Grocery,Pune,Male,44,Middle Age,11908.0,17912.17,14638.59,9118.85,Yes
Merchandise,Indore,Female,20,Young Adult,15769.69,4925.88,1465.03,8739.71,No
Merchandise,Pune,Female,42,Middle Age,8704.11,1264.44,12182.61,7655.43,Yes
Merchandise,Indore,Male,54,Senior,,6351.54,16672.92,12358.64,No
Merchandise,Delhi,Male,17,Teen,-2777.38,1660.59,16536.43,17650.71,Yes
Grocery,Kolkata,Female,15,Teen,3960.2,24772.08,18846.75,2012.92,Yes
Grocery,Kolkata,Male,64,Senior,10001.68,5827.33,18417.09,13830.1,No
Merchandise,Lucknow,Female,28,Adult,17022.83,9163.85,10065.95,16331.22,Yes
Merchandise,Kolkata,Male,58,Senior,9996.33,13067.29,7118.37,1195.32,No
Merchandise,Mumbai,Male,60,Senior,18704.96,18682.6,19690.94,5800.56,Yes
Merchandise,Lucknow,Female,53,Senior,3539.74,1564.03,12426.75,12566.33,Yes
Merchandise,Hyderabad,Male,33,Adult,16532.36,24538.49,15805.32,10417.2,Yes
Merchandise,Indore,Male,41,Middle Age,12029.51,18905.54,12202.08,11802.01,Yes
Merchandise,Chennai,Female,20,,8264.18,6867.52,3614.91,16516.97,Yes
Merchandise,Chennai,Male,150,Senior,11856.23,20748.63,,17910.19,Yes
Merchandise,Delhi,Male,54,Senior,6000.82,24092.36,,2409.99,No
Merchandise,Lucknow,Female,39,Middle Age,1813.71,1391.79,21934.93,,No
Merchandise,Jaipur,Male,30,Adult,11720.57,10537.86,12518.65,12822.43,No
Merchandise,Jaipur,Male,58,Senior,9587.21,-18148.52,20397.4,,Yes
Merchandise,Lucknow,Male,42,Middle Age,14547.79,7452.5,3546.5,4882.61,Yes
Merchandise,Bangalore,Female,16,Teen,16066.3,16178.12,16212.01,3881.21,No
Merchandise,Kolkata,Female,57,Senior,12228.64,24318.59,19899.11,11258.89,Yes
Grocery,Indore,Female,49,Middle Age,17186.56,8489.12,18756.19,10457.09,No
Grocery,Delhi,Female,49,Middle Age,9908.26,19579.15,12799.27,15568.07,No
Grocery,,Male,47,Middle Age,7090.68,7641.93,1312.05,16557.13,No
Grocery,Delhi,Male,56,Senior,524.23,3201.64,10015.4,8726.94,No
,Delhi,Female,52,Senior,2358.23,6115.34,11594.93,1823.62,Yes
Grocery,Jaipur,Male,31,Adult,2718.27,14614.56,1969.81,15122.42,Yes
Grocery,Pune,Male,47,Middle Age,10033.18,8408.68,3288.26,9939.48,Yes
Grocery,Hyderabad,Male,56,Senior,9750.82,2689.94,8545.6,11353.23,No
Merchandise,Lucknow,Female,16,Teen,14288.61,22076.68,21220.93,11399.27,Yes
Grocery,Mumbai,Male,28,Adult,13461.67,-5148.31,19955.63,16951.59,No
Merchandise,Mumbai,Female,150,Senior,16933.38,17457.62,4602.28,13903.15,Yes
Merchandise,Bangalore,Male,39,Middle Age,13676.43,10441.47,6104.88,4875.76,Yes
Merchandise,Chennai,Female,45,Middle Age,1928.93,6068.1,18926.78,8709.53,No
Grocery,Bangalore,Female,19,Young Adult,8388.78,22875.48,2552.72,3363.03,Yes
Merchandise,Mumbai,Female,15,Teen,15996.18,16573.72,7392.36,10321.47,Yes
Grocery,Mumbai,Female,31,Adult,15555.0,2497.84,13102.65,11854.29,No
Grocery,Bangalore,Male,62,Senior,,14960.3,21789.81,,No
Grocery,Bangalore,Male,42,Middle Age,5531.66,5189.32,6667.01,13792.45,No
Grocery,Lucknow,Female,35,Adult,15670.14,8899.01,11493.01,12923.4,Yes
Grocery,Jaipur,Male,25,Young Adult,10136.77,7751.86,15532.07,6736.65,No
Grocery,Lucknow,Male,23,Young Adult,11747.08,10672.81,1168.41,13208.97,Yes
Merchandise,Chennai,Male,58,Senior,14755.54,14233.17,20197.94,8713.22,No
Grocery,Mumbai,Male,28,Adult,9866.51,1574.62,17845.53,11683.83,No
Grocery,Jaipur,Male,150,Senior,12944.92,14112.78,20933.11,16969.23,No
Merchandise,Hyderabad,Male,36,Middle Age,7031.07,4068.87,18619.4,6856.37,Yes
Merchandise,Kolkata,Male,150,Senior,3569.15,648.71,2206.6,2948.67,Yes
,Jaipur,Male,46,Middle Age,4599.11,16380.58,-20313.08,13145.26,No
Merchandise,Lucknow,Female,51,Senior,13064.15,18450.82,18361.75,2365.2,Yes
Grocery,Lucknow,Female,28,Adult,16671.24,7978.07,17351.69,,Yes
Grocery,Chennai,Female,43,Middle Age,18756.41,22588.8,-8525.39,14611.45,No
Grocery,Jaipur,Female,49,Middle Age,5975.72,9085.6,535.07,-5131.92,No
Merchandise,Delhi,Female,29,Adult,13373.78,7580.98,12298.1,10470.42,No
Merchandise,Mumbai,Male,55,Senior,14332.01,14051.48,2222.89,17391.1,No
Merchandise,Delhi,Male,32,Adult,4665.57,15889.64,6959.98,13606.55,Yes
Grocery,Delhi,Male,24,Young Adult,8762.44,5489.4,18179.91,1369.46,Yes
Grocery,Jaipur,Female,16,Teen,-15559.82,,19928.39,2652.53,No
Merchandise,Indore,Female,41,Middle Age,5739.86,12508.63,21013.67,3503.82,Yes
Grocery,Pune,Female,60,Senior,3795.64,11499.02,5648.27,10988.87,Yes
Merchandise,Delhi,Male,48,Middle Age,14178.48,19595.12,1564.27,17154.06,No
Grocery,Mumbai,Male,39,Middle Age,10391.72,24998.25,17466.54,10866.28,Yes
Merchandise,Bangalore,Female,31,Adult,3083.39,5745.75,5226.06,12762.41,No
Merchandise,Indore,Male,60,Senior,9069.15,15163.88,5864.86,13456.52,No
Grocery,Delhi,Female,52,Senior,16818.5,3179.87,7701.5,13293.78,No
Merchandise,Pune,Male,18,Young Adult,1616.14,14675.07,12739.47,2472.04,No
Merchandise,Bangalore,Male,150,Senior,14246.48,23935.3,14994.21,4492.06,No
Merchandise,Delhi,Male,34,Adult,16282.04,9469.43,6612.0,15203.36,Yes
Grocery,Jaipur,Male,25,Young Adult,8941.88,5027.29,3436.05,15452.33,Yes
,Jaipur,Female,47,Middle Age,6242.98,9643.48,14376.47,3118.04,Yes
Grocery,Bangalore,Female,21,Young Adult,2439.85,9935.98,16448.56,3551.96,Yes
Merchandise,Pune,Female,59,Senior,17231.05,12745.1,10102.49,8185.21,No
Merchandise,Kolkata,Male,-1,Teen,2128.15,15504.7,21994.51,8048.42,Yes
Merchandise,Delhi,Male,25,Young Adult,9306.06,23564.25,20268.55,14665.27,Yes
Merchandise,Hyderabad,Female,40,Middle Age,19411.47,12033.88,14764.3,17041.14,No
Grocery,Lucknow,Female,43,Middle Age,17392.1,12953.17,3743.25,17767.49,Yes
Merchandise,Lucknow,Male,62,Senior,2935.62,13445.32,19149.88,15510.53,No
Merchandise,,Female,34,Adult,-15882.76,3861.65,15426.04,8003.97,Yes
Merchandise,Mumbai,Female,54,Senior,5841.71,17070.69,18245.16,13201.07,Yes
Grocery,Lucknow,Female,58,Senior,,18872.14,872.56,3643.68,No
Merchandise,Delhi,Female,21,Young Adult,16366.61,13450.66,3895.55,17353.57,No
Grocery,Hyderabad,Male,36,Middle Age,19320.3,6980.46,14381.56,2831.33,No
Merchandise,Jaipur,Male,22,Young Adult,8104.05,24084.37,8080.91,4571.64,No
Grocery,Indore,Female,55,Senior,15914.4,18249.68,1188.46,7791.0,Yes
Merchandise,Hyderabad,Female,40,Middle Age,11106.26,5595.25,4553.49,2984.07,Yes
Grocery,Delhi,Female,24,Young Adult,11161.28,,13334.52,9283.32,Yes
Grocery,Delhi,Male,-1,Teen,18733.89,16833.66,-15384.57,,Yes
Grocery,Indore,Female,19,Young Adult,3605.86,10574.22,6253.49,1759.43,Yes
Merchandise,Bangalore,Male,48,Middle Age,16406.42,16816.47,9682.49,15281.85,No
Grocery,Jaipur,Female,18,Young Adult,13216.22,20546.06,17669.34,3582.74,No
Merchandise,Pune,Female,27,Adult,7878.65,4900.28,16730.82,10055.55,Yes
Grocery,Mumbai,Male,52,Senior,11163.22,3976.88,15369.88,10454.55,Yes
Merchandise,Mumbai,Female,52,Senior,16498.09,2538.99,3401.67,11231.58,Yes
Grocery,Mumbai,Male,17,Teen,11433.87,24272.07,1329.33,8397.08,No
Merchandise,Hyderabad,Female,24,Young Adult,1342.42,7953.33,15316.34,5602.41,No
Merchandise,Kolkata,Female,51,Senior,3724.42,5603.02,18471.45,1507.29,Yes
Merchandise,Pune,Female,32,Adult,11281.02,12051.35,20609.51,17891.33,No
Merchandise,Chennai,Female,59,Senior,18241.16,9174.57,1022.61,12264.23,Yes
Grocery,Indore,Female,59,Senior,6956.98,5619.9,7545.65,6305.17,No
Grocery,Hyderabad,Female,22,Young Adult,15903.71,11023.97,9266.37,7894.37,No
,,Male,18,Young Adult,10184.13,3715.25,11772.87,10366.0,Yes
Grocery,Chennai,Female,62,Senior,17007.56,5465.57,17432.05,1144.08,No
Grocery,Indore,Male,63,Senior,4458.32,5492.41,21735.27,1704.33,Yes
Grocery,Mumbai,Female,28,Adult,14676.81,20416.93,952.54,14634.3,Yes
Merchandise,,Male,15,Teen,2476.18,15667.29,1002.04,,Yes
Grocery,Delhi,Female,48,Middle Age,19016.79,1525.57,13308.09,4139.59,No
Merchandise,Delhi,Female,50,Middle Age,5381.67,12490.68,21001.9,629.99,Yes
Grocery,Indore,Male,60,Senior,17857.74,-2693.24,20999.2,4962.81,Yes
Merchandise,Mumbai,Male,16,Teen,10469.8,21466.12,9292.88,12881.24,Yes
Grocery,Bangalore,Male,19,Young Adult,15433.79,1978.88,20259.78,6314.11,Yes
Merchandise,Indore,Male,50,Middle Age,19570.12,17054.42,12789.42,9171.68,No
Merchandise,Hyderabad,Male,-1,Teen,11244.42,3336.74,20399.19,9556.41,Yes
Merchandise,Bangalore,Male,52,Senior,16128.27,3759.52,2589.39,3401.39,Yes
Merchandise,Indore,Male,15,Teen,5895.58,8034.44,-6371.02,4246.25,Yes
Merchandise,Delhi,Female,53,Senior,14980.66,22059.99,5771.45,4060.03,Yes
Merchandise,Indore,Female,62,Senior,15614.66,24594.79,5652.65,16374.61,No
Grocery,Pune,Female,40,Middle Age,10305.21,4869.91,6863.63,15682.0,Yes
Grocery,Pune,Female,45,Middle Age,3200.63,22319.0,7814.08,7190.59,No
Merchandise,Delhi,Female,37,Middle Age,16613.36,11310.75,16834.74,17850.5,Yes
Grocery,Delhi,Male,18,Young Adult,5811.81,19910.45,17948.2,15641.3,No
Grocery,Jaipur,Female,22,Young Adult,-11648.21,22191.8,17348.6,15180.36,No
Merchandise,Indore,Male,49,Middle Age,17695.15,13153.26,20171.37,5467.93,No
Grocery,Chennai,Male,57,,4265.75,18285.92,8502.47,3349.55,No
Grocery,Bangalore,Male,59,Senior,12354.9,2763.59,7634.39,8572.01,No
Merchandise,Hyderabad,Female,50,Middle Age,12568.24,876.53,4412.08,5538.62,Yes
Merchandise,Pune,Male,31,Adult,9285.22,20839.45,10778.34,8643.66,No
Merchandise,Delhi,Male,43,Middle Age,9079.87,7085.97,14725.92,12135.64,Yes
Merchandise,Pune,Female,38,Middle Age,14854.83,20096.37,21610.39,3039.37,Yes
Merchandise,Lucknow,Female,-1,,13465.53,4396.14,19275.73,5600.92,Yes
Grocery,Indore,Female,54,Senior,2614.04,24199.46,771.42,12250.95,Yes
Merchandise,Mumbai,Male,-1,Teen,8320.38,7187.19,8332.9,9997.34,No
Grocery,Hyderabad,Male,34,Adult,2327.16,15620.5,,2821.23,No
Grocery,Bangalore,Female,34,Adult,5274.19,12453.38,16448.03,4866.23,Yes
Grocery,Delhi,Male,47,Middle Age,-6329.51,960.9,14811.92,15694.54,No
Grocery,Indore,Male,44,Middle Age,12481.45,16022.12,8610.39,13694.78,Yes
Grocery,Lucknow,Male,62,Senior,13512.22,16499.78,7619.53,6326.09,No
Merchandise,Delhi,Female,39,Middle Age,15703.7,2217.63,19418.43,5664.16,Yes
Merchandise,Mumbai,Male,23,Young Adult,,2441.32,17701.49,1796.57,No
Grocery,Kolkata,Female,44,Middle Age,531.21,18063.23,2904.07,1683.98,No
Grocery,Lucknow,Male,33,Adult,13156.43,7016.32,11756.09,11541.0,Yes
Grocery,Mumbai,Male,40,Middle Age,2856.69,18250.53,3413.12,12979.57,Yes
Grocery,Mumbai,Male,48,Middle Age,2041.17,20584.56,14477.41,1441.8,Yes
Grocery,Delhi,Male,44,Middle Age,7495.29,15718.87,21504.19,2044.43,Yes
Merchandise,Delhi,Female,56,Senior,12954.81,16074.75,7632.42,12911.42,Yes
Grocery,Hyderabad,Female,54,Senior,18882.09,20174.36,10249.53,13647.87,Yes
Grocery,,Male,64,Senior,11006.01,15083.79,5130.46,676.59,No
Merchandise,Indore,Female,57,Senior,3076.49,4743.41,11857.67,10873.3,No
Merchandise,Jaipur,Female,32,Adult,1343.61,14184.81,5622.23,14960.35,Yes
Merchandise,Kolkata,Female,21,Young Adult,10013.61,3215.09,15337.91,2626.95,Yes
Grocery,Hyderabad,Male,33,Adult,7433.33,16023.97,3004.7,8411.7,Yes
Merchandise,Pune,Male,56,Senior,14810.37,6697.12,1661.9,2422.65,Yes
Merchandise,Delhi,Female,47,Middle Age,3710.64,6462.63,7860.82,16514.62,No
Grocery,Lucknow,Male,52,Senior,,16877.1,888.01,13124.15,Yes
Grocery,Pune,Female,24,Young Adult,19097.32,23446.0,18728.85,3933.37,No
Merchandise,Pune,Male,48,Middle Age,10961.36,4616.78,6370.34,2911.74,Yes
Merchandise,Indore,Male,-1,Teen,10106.05,1627.49,5727.5,16597.62,Yes
Merchandise,Hyderabad,Male,19,Young Adult,1056.78,14432.14,2064.77,5467.9,No
Merchandise,Mumbai,Female,37,Middle Age,8856.73,1127.43,18059.24,3935.06,No
Grocery,Jaipur,Male,56,Senior,6134.29,,,4638.59,No
Merchandise,Hyderabad,Female,-1,Teen,5698.92,11341.92,3575.45,8385.54,Yes
Merchandise,Kolkata,Male,56,Senior,13367.78,22967.0,11786.37,14867.16,No
Merchandise,Mumbai,Male,27,,5732.11,18387.03,15075.91,7164.17,No
Grocery,Bangalore,Male,150,Senior,12402.84,1496.26,9384.89,12036.71,Yes
Grocery,Bangalore,Male,50,Middle Age,6527.2,7152.13,700.14,-2411.46,No
Merchandise,Bangalore,Male,27,Adult,17795.87,13993.55,704.9,1948.12,Yes
Grocery,Bangalore,Female,53,Senior,18202.45,23261.36,10024.16,10721.53,Yes
Grocery,Bangalore,Male,29,Adult,4320.13,21511.72,10423.84,1205.77,Yes
Merchandise,Chennai,Male,33,,2051.81,5313.92,2762.58,1439.76,Yes
Grocery,Lucknow,Male,51,Senior,13138.12,14557.61,7272.43,2518.93,No
Merchandise,Indore,Male,63,Senior,9708.21,12498.26,595.49,,No
Grocery,Hyderabad,Female,20,Young Adult,9604.04,11087.93,19113.21,17504.34,Yes
Grocery,Kolkata,Female,64,Senior,14237.77,3938.24,18682.24,5726.68,Yes
Grocery,Delhi,Male,61,Senior,15324.2,23542.02,4876.29,12281.85,Yes
Grocery,Chennai,Male,50,Middle Age,2102.43,10835.98,14492.01,15146.45,No
Grocery,Bangalore,Male,29,Adult,5425.66,-4167.32,18441.25,,Yes
Merchandise,Mumbai,Male,53,Senior,18244.84,19219.77,8187.27,,Yes
Merchandise,Mumbai,Female,21,Young Adult,4432.79,903.46,18542.47,7641.79,No
Grocery,Indore,Male,44,Middle Age,13826.63,1674.2,8072.14,15055.1,Yes
Grocery,Pune,Male,26,Adult,5065.67,3980.31,11263.01,6653.73,Yes
Grocery,Pune,Male,38,Middle Age,3954.59,3403.94,16063.91,3535.92,Yes
